Step,Time
Train_Sum,290555.46531677246
Train_Mean,13207.066605307838
Valid,171.5504913330078
Test,185.0711669921875
Train_Epoch1,17979.257751464844
Train_Epoch2,17524.58706665039
Train_Epoch3,17087.097869873047
Train_Epoch4,14615.513092041016
Train_Epoch5,14289.68228149414
Train_Epoch6,12666.271057128906
Train_Epoch7,15581.444946289062
Train_Epoch8,17458.43817138672
Train_Epoch9,16967.196319580078
Train_Epoch10,17298.323608398438
Train_Epoch11,17253.59634399414
Train_Epoch12,14728.981231689453
Train_Epoch13,12146.323379516602
Train_Epoch14,11697.220397949219
Train_Epoch15,11897.249298095703
Train_Epoch16,11208.805450439453
Train_Epoch17,10980.009216308594
Train_Epoch18,10411.320098876953
Train_Epoch19,9054.928039550781
Train_Epoch20,6913.993301391602
Train_Epoch21,7116.16960144043
Train_Epoch22,5679.056793212891
