GDSC_Drug,Entrez_ID,Ki_nM,source_rows,pAffinity,drug_idx,gene_idx
6918878,3066,1.5,1,8.823908740944319,69,297
70676303,5290,2.0,1,8.698970004336019,153,462
70676303,2475,9.0,1,8.045757490560675,153,262
71297207,598,1.1,1,8.958607314841775,154,51
71496458,1956,14.0,1,7.853871964321762,155,186
71496458,2064,2.7,1,8.568636235841012,155,211
71522234,23028,55.0,1,7.259637310505756,156,896
71522234,2950,50.0,1,7.301029995663981,156,291
71576693,695,3.2,1,8.494850021680094,157,64
71748056,695,14.0,1,7.853871964321762,158,64
73707530,695,2.0,1,8.698970004336019,159,64
76044,3832,118.0,1,6.928117992693874,22,356
82146,5914,2816.5,1,5.550290244428631,23,562
82146,5915,2701.5,1,5.568395028124785,23,563
82146,5916,1668.0,1,5.77780395369828,23,564
82146,6256,150.0,1,6.823908740944319,23,587
82146,6257,21.0,1,7.67778070526608,23,588
82146,6258,29.0,1,7.537602002101044,23,589
8249,1719,140000.0,1,3.853871964321762,14,175
864,231,25500.0,1,4.5934598195660445,0,27
9444,140,3680.0,1,5.434152181326482,15,15
9444,134,2010.0,1,5.696803942579511,15,14
9549297,2185,10.47,1,7.980053318321158,70,230
9810884,9475,2.35,1,8.628932137728263,71,795
9810884,6093,28.0,1,7.552841968657781,71,576
9813758,3551,300.0,1,6.522878745280337,72,330
9826308,10733,163.0,1,6.787812395596042,73,858
9826308,5347,4.8,1,8.318758762624412,73,479
9826308,1263,8.0,1,8.096910013008056,73,131
9826308,10769,3.8,1,8.42021640338319,73,861
9868037,1576,24000.0,1,4.619788758288394,74,159
9884685,2475,20.0,1,7.698970004336019,75,262
9903786,3717,5.0,1,8.301029995663981,76,347
9908783,5293,20.0,1,7.698970004336019,77,465
9908783,5295,16.3,1,7.787812395596042,77,467
9910224,1909,13.0,1,7.886056647693163,78,185
9911830,3791,6.5,1,8.187086643357144,79,354
992586,596,17415.0,1,4.759076521205745,49,49
992586,598,32990.0,1,4.4816176844546565,49,51
992586,4170,490.0,1,6.309803919971486,49,379
992586,597,5330.0,1,5.273272790973428,49,50
992586,599,8190.0,1,5.086716098239581,49,52
9933475,3791,0.5,1,9.30102999566398,80,354
9936746,23476,10.45,1,7.980883709552927,81,918
9936746,6046,13.5,1,7.8696662315049934,81,574
9936746,8019,8.45,1,8.073143291050307,81,700
