gene1_idx,Gene1_Entrez_ID,gene2_idx,Gene2_Entrez_ID,combined_score,PPI_score
179,1785,551,5747,514.0,0.514
179,1785,615,6624,418.0,0.418
179,1785,618,6714,780.0,0.78
180,1786,222,2146,995.0,0.995
180,1786,296,3065,998.0,0.998
180,1786,297,3066,997.0,0.997
180,1786,404,4609,406.0,0.406
180,1786,439,5111,966.0,0.966
180,1786,562,5914,627.0,0.627
180,1786,566,5925,457.0,0.457
180,1786,568,5928,670.0,0.67
180,1786,625,6774,885.0,0.885
180,1786,631,6792,675.0,0.675
180,1786,654,7157,984.0,0.984
180,1786,658,7182,758.0,0.758
180,1786,674,7403,631.0,0.631
180,1786,697,7874,993.0,0.993
180,1786,713,8361,685.0,0.685
180,1786,800,9611,825.0,0.825
180,1786,864,10919,990.0,0.99
180,1786,876,11176,810.0,0.81
180,1786,887,11335,631.0,0.631
180,1786,896,23028,988.0,0.988
180,1786,915,23411,741.0,0.741
180,1786,918,23476,457.0,0.457
180,1786,1056,79723,494.0,0.494
180,1786,1058,79813,759.0,0.759
180,1786,1068,80854,753.0,0.753
180,1786,1082,84456,514.0,0.514
181,1794,342,3654,611.0,0.611
181,1794,559,5879,852.0,0.852
182,1813,318,3350,414.0,0.414
182,1813,319,3356,724.0,0.724
182,1813,472,5305,431.0,0.431
182,1813,604,6531,925.0,0.925
182,1813,623,6755,654.0,0.654
183,1843,186,1956,443.0,0.443
183,1843,296,3065,609.0,0.609
183,1843,515,5594,708.0,0.708
183,1843,516,5595,705.0,0.705
183,1843,520,5599,665.0,0.665
183,1843,521,5600,458.0,0.458
183,1843,590,6300,457.0,0.457
183,1843,940,26986,520.0,0.52
184,1859,197,2033,457.0,0.457
184,1859,255,2339,457.0,0.457
184,1859,256,2342,530.0,0.53
184,1859,289,2932,728.0,0.728
184,1859,495,5566,514.0,0.514
184,1859,496,5567,514.0,0.514
184,1859,566,5925,457.0,0.457
184,1859,580,6098,432.0,0.432
184,1859,688,7529,457.0,0.457
184,1859,690,7533,420.0,0.42
184,1859,874,11140,435.0,0.435
184,1859,1110,140735,457.0,0.457
185,1909,379,4170,443.0,0.443
186,1956,187,1969,839.0,0.839
186,1956,195,2023,846.0,0.846
186,1956,207,2050,555.0,0.555
186,1956,211,2064,999.0,0.999
186,1956,212,2065,999.0,0.999
186,1956,213,2066,991.0,0.991
186,1956,216,2099,850.0,0.85
186,1956,230,2185,677.0,0.677
186,1956,238,2241,541.0,0.541
186,1956,240,2247,645.0,0.645
186,1956,245,2268,564.0,0.564
186,1956,257,2346,437.0,0.437
186,1956,261,2444,523.0,0.523
186,1956,264,2534,727.0,0.727
186,1956,268,2597,528.0,0.528
186,1956,276,2773,457.0,0.457
186,1956,278,2810,523.0,0.523
186,1956,285,2885,999.0,0.999
186,1956,286,2908,752.0,0.752
186,1956,291,2950,470.0,0.47
186,1956,295,3055,523.0,0.523
186,1956,296,3065,566.0,0.566
186,1956,307,3265,648.0,0.648
186,1956,311,3309,629.0,0.629
186,1956,312,3312,659.0,0.659
186,1956,313,3313,400.0,0.4
186,1956,314,3315,615.0,0.615
186,1956,315,3320,993.0,0.993
186,1956,316,3326,989.0,0.989
186,1956,328,3480,974.0,0.974
186,1956,331,3553,678.0,0.678
186,1956,332,3569,806.0,0.806
186,1956,339,3636,514.0,0.514
186,1956,344,3702,523.0,0.523
186,1956,346,3716,832.0,0.832
186,1956,347,3717,828.0,0.828
186,1956,348,3718,699.0,0.699
186,1956,351,3752,403.0,0.403
186,1956,354,3791,657.0,0.657
186,1956,358,3845,457.0,0.457
186,1956,362,3956,422.0,0.422
186,1956,369,4067,523.0,0.523
186,1956,378,4145,630.0,0.63
186,1956,385,4215,523.0,0.523
186,1956,388,4233,980.0,0.98
186,1956,395,4323,506.0,0.506
186,1956,401,4486,699.0,0.699
186,1956,420,4790,523.0,0.523
186,1956,425,4915,782.0,0.782
186,1956,434,5052,541.0,0.541
186,1956,435,5058,523.0,0.523
186,1956,446,5156,960.0,0.96
186,1956,447,5159,997.0,0.997
186,1956,459,5287,660.0,0.66
186,1956,462,5290,899.0,0.899
186,1956,463,5291,650.0,0.65
186,1956,464,5292,523.0,0.523
186,1956,467,5295,944.0,0.944
186,1956,468,5296,696.0,0.696
186,1956,481,5468,622.0,0.622
186,1956,495,5566,457.0,0.457
186,1956,500,5578,815.0,0.815
186,1956,503,5581,523.0,0.523
186,1956,511,5590,545.0,0.545
186,1956,512,5591,882.0,0.882
186,1956,520,5599,687.0,0.687
186,1956,522,5601,523.0,0.523
186,1956,526,5605,403.0,0.403
186,1956,551,5747,982.0,0.982
186,1956,552,5753,981.0,0.981
186,1956,561,5894,644.0,0.644
186,1956,572,5979,523.0,0.523
186,1956,601,6510,456.0,0.456
186,1956,614,6622,523.0,0.523
186,1956,617,6654,948.0,0.948
186,1956,618,6714,991.0,0.991
186,1956,625,6774,968.0,0.968
186,1956,626,6776,920.0,0.92
186,1956,650,7124,653.0,0.653
186,1956,659,7184,457.0,0.457
186,1956,662,7276,478.0,0.478
186,1956,665,7295,509.0,0.509
186,1956,667,7297,724.0,0.724
186,1956,679,7430,766.0,0.766
186,1956,687,7525,739.0,0.739
186,1956,688,7529,523.0,0.523
186,1956,691,7534,609.0,0.609
186,1956,692,7535,726.0,0.726
186,1956,694,7846,523.0,0.523
186,1956,747,8737,604.0,0.604
186,1956,787,9368,793.0,0.793
186,1956,818,10013,674.0,0.674
186,1956,830,10188,541.0,0.541
186,1956,843,10454,541.0,0.541
186,1956,867,10971,523.0,0.523
186,1956,874,11140,763.0,0.763
186,1956,879,11184,523.0,0.523
186,1956,926,23678,439.0,0.439
186,1956,977,51564,564.0,0.564
186,1956,1071,83732,541.0,0.541
186,1956,1101,120892,499.0,0.499
186,1956,1132,253260,408.0,0.408
187,1969,198,2041,974.0,0.974
187,1969,199,2042,512.0,0.512
187,1969,200,2043,789.0,0.789
187,1969,201,2044,649.0,0.649
187,1969,202,2045,730.0,0.73
187,1969,203,2046,477.0,0.477
187,1969,204,2047,606.0,0.606
187,1969,205,2048,771.0,0.771
187,1969,206,2049,639.0,0.639
187,1969,207,2050,772.0,0.772
187,1969,208,2051,674.0,0.674
187,1969,211,2064,720.0,0.72
187,1969,285,2885,863.0,0.863
187,1969,296,3065,424.0,0.424
187,1969,328,3480,403.0,0.403
187,1969,339,3636,998.0,0.998
187,1969,369,4067,752.0,0.752
187,1969,467,5295,420.0,0.42
187,1969,527,5606,430.0,0.43
187,1969,551,5747,559.0,0.559
187,1969,559,5879,543.0,0.543
187,1969,618,6714,589.0,0.589
187,1969,1139,285220,822.0,0.822
188,1973,189,1974,988.0,0.988
188,1973,190,1977,999.0,0.999
188,1973,191,1981,999.0,0.999
188,1973,422,4869,437.0,0.437
188,1973,638,6897,400.0,0.4
188,1973,681,7458,991.0,0.991
188,1973,736,8569,668.0,0.668
188,1973,916,23435,468.0,0.468
188,1973,918,23476,457.0,0.457
188,1973,940,26986,995.0,0.995
189,1974,190,1977,997.0,0.997
189,1974,191,1981,999.0,0.999
189,1974,681,7458,973.0,0.973
189,1974,736,8569,668.0,0.668
189,1974,940,26986,993.0,0.993
190,1977,191,1981,999.0,0.999
190,1977,300,3091,456.0,0.456
190,1977,584,6198,729.0,0.729
190,1977,638,6897,458.0,0.458
190,1977,681,7458,960.0,0.96
190,1977,736,8569,461.0,0.461
190,1977,746,8731,900.0,0.9
190,1977,940,26986,998.0,0.998
191,1981,193,1994,578.0,0.578
191,1981,283,2872,570.0,0.57
191,1981,312,3312,871.0,0.871
191,1981,314,3315,986.0,0.986
191,1981,487,5520,499.0,0.499
191,1981,546,5696,429.0,0.429
191,1981,586,6240,687.0,0.687
191,1981,681,7458,973.0,0.973
191,1981,704,8087,586.0,0.586
191,1981,736,8569,938.0,0.938
191,1981,770,9100,457.0,0.457
191,1981,917,23450,420.0,0.42
191,1981,918,23476,460.0,0.46
191,1981,940,26986,998.0,0.998
191,1981,1014,55737,577.0,0.577
192,1991,304,3146,744.0,0.744
192,1991,398,4353,984.0,0.984
193,1994,306,3178,677.0,0.677
193,1994,377,4144,416.0,0.416
193,1994,379,4170,633.0,0.633
193,1994,382,4193,404.0,0.404
193,1994,500,5578,457.0,0.457
193,1994,502,5580,457.0,0.457
193,1994,650,7124,458.0,0.458
193,1994,651,7150,422.0,0.422
193,1994,654,7157,632.0,0.632
193,1994,686,7514,822.0,0.822
193,1994,818,10013,420.0,0.42
193,1994,867,10971,555.0,0.555
193,1994,940,26986,806.0,0.806
194,2011,307,3265,412.0,0.412
194,2011,358,3845,564.0,0.564
194,2011,374,4139,675.0,0.675
194,2011,375,4140,647.0,0.647
194,2011,506,5584,647.0,0.647
194,2011,633,6794,575.0,0.575
194,2011,688,7529,457.0,0.457
194,2011,689,7532,457.0,0.457
194,2011,690,7533,457.0,0.457
194,2011,691,7534,457.0,0.457
194,2011,867,10971,457.0,0.457
194,2011,1036,57551,530.0,0.53
195,2023,264,2534,457.0,0.457
195,2023,268,2597,902.0,0.902
195,2023,312,3312,474.0,0.474
195,2023,315,3320,462.0,0.462
195,2023,316,3326,463.0,0.463
195,2023,453,5230,855.0,0.855
195,2023,474,5315,461.0,0.461
195,2023,478,5340,987.0,0.987
195,2023,484,5478,679.0,0.679
195,2023,618,6714,457.0,0.457
195,2023,649,7099,552.0,0.552
195,2023,656,7167,748.0,0.748
195,2023,663,7277,499.0,0.499
195,2023,676,7415,499.0,0.499
195,2023,691,7534,490.0,0.49
195,2023,694,7846,553.0,0.553
195,2023,979,51574,457.0,0.457
197,2033,216,2099,941.0,0.941
197,2033,217,2100,483.0,0.483
197,2033,220,2115,478.0,0.478
197,2033,221,2130,457.0,0.457
197,2033,222,2146,712.0,0.712
197,2033,237,2237,626.0,0.626
197,2033,268,2597,527.0,0.527
197,2033,286,2908,666.0,0.666
197,2033,296,3065,981.0,0.981
197,2033,297,3066,649.0,0.649
197,2033,300,3091,999.0,0.999
197,2033,308,3276,974.0,0.974
197,2033,311,3309,457.0,0.457
197,2033,379,4170,457.0,0.457
197,2033,382,4193,987.0,0.987
197,2033,404,4609,988.0,0.988
197,2033,419,4780,873.0,0.873
197,2033,420,4790,982.0,0.982
197,2033,422,4869,463.0,0.463
197,2033,439,5111,457.0,0.457
197,2033,454,5241,630.0,0.63
197,2033,481,5468,968.0,0.968
197,2033,482,5469,813.0,0.813
197,2033,500,5578,457.0,0.457
197,2033,515,5594,547.0,0.547
197,2033,562,5914,653.0,0.653
197,2033,566,5925,457.0,0.457
197,2033,569,5929,645.0,0.645
197,2033,571,5970,993.0,0.993
197,2033,574,6046,499.0,0.499
197,2033,577,6095,926.0,0.926
197,2033,587,6256,835.0,0.835
197,2033,588,6257,650.0,0.65
197,2033,589,6258,650.0,0.65
197,2033,612,6597,915.0,0.915
197,2033,618,6714,919.0,0.919
197,2033,625,6774,989.0,0.989
197,2033,626,6776,637.0,0.637
197,2033,644,7046,534.0,0.534
197,2033,654,7157,999.0,0.999
197,2033,670,7329,457.0,0.457
197,2033,672,7376,541.0,0.541
197,2033,683,7468,428.0,0.428
197,2033,695,7862,499.0,0.499
197,2033,708,8294,926.0,0.926
197,2033,711,8359,900.0,0.9
197,2033,712,8360,900.0,0.9
197,2033,713,8361,970.0,0.97
197,2033,714,8364,900.0,0.9
197,2033,715,8365,900.0,0.9
197,2033,716,8366,900.0,0.9
197,2033,717,8367,900.0,0.9
197,2033,718,8368,900.0,0.9
197,2033,755,8841,593.0,0.593
197,2033,757,8850,998.0,0.998
197,2033,760,8877,457.0,0.457
197,2033,768,9070,630.0,0.63
197,2033,776,9149,446.0,0.446
197,2033,780,9252,414.0,0.414
197,2033,790,9439,517.0,0.517
197,2033,806,9734,843.0,0.843
197,2033,808,9759,453.0,0.453
197,2033,818,10013,900.0,0.9
197,2033,824,10062,675.0,0.675
197,2033,841,10419,499.0,0.499
197,2033,848,10498,990.0,0.99
197,2033,849,10521,732.0,0.732
197,2033,863,10856,549.0,0.549
197,2033,872,11091,817.0,0.817
197,2033,891,22933,486.0,0.486
197,2033,896,23028,419.0,0.419
197,2033,900,23067,499.0,0.499
197,2033,902,23097,499.0,0.499
197,2033,904,23135,438.0,0.438
197,2033,915,23411,635.0,0.635
197,2033,918,23476,941.0,0.941
197,2033,929,23774,499.0,0.499
197,2033,933,25885,499.0,0.499
197,2033,943,27154,499.0,0.499
197,2033,950,28996,622.0,0.622
197,2033,955,29117,898.0,0.898
197,2033,977,51564,768.0,0.768
197,2033,1102,121504,900.0,0.9
198,2041,199,2042,510.0,0.51
198,2041,200,2043,645.0,0.645
198,2041,201,2044,460.0,0.46
198,2041,202,2045,493.0,0.493
198,2041,203,2046,400.0,0.4
198,2041,204,2047,552.0,0.552
198,2041,205,2048,499.0,0.499
198,2041,206,2049,499.0,0.499
198,2041,207,2050,499.0,0.499
198,2041,208,2051,499.0,0.499
198,2041,211,2064,596.0,0.596
198,2041,264,2534,511.0,0.511
198,2041,339,3636,422.0,0.422
198,2041,359,3932,416.0,0.416
198,2041,425,4915,525.0,0.525
198,2041,1139,285220,513.0,0.513
199,2042,200,2043,827.0,0.827
199,2042,201,2044,874.0,0.874
199,2042,202,2045,853.0,0.853
199,2042,203,2046,465.0,0.465
199,2042,204,2047,499.0,0.499
199,2042,205,2048,659.0,0.659
199,2042,206,2049,499.0,0.499
199,2042,207,2050,556.0,0.556
199,2042,208,2051,499.0,0.499
199,2042,211,2064,596.0,0.596
199,2042,354,3791,432.0,0.432
199,2042,1139,285220,650.0,0.65
200,2043,201,2044,739.0,0.739
200,2043,202,2045,691.0,0.691
200,2043,203,2046,466.0,0.466
200,2043,204,2047,728.0,0.728
200,2043,205,2048,908.0,0.908
200,2043,206,2049,499.0,0.499
200,2043,207,2050,499.0,0.499
200,2043,208,2051,499.0,0.499
200,2043,211,2064,596.0,0.596
200,2043,241,2260,792.0,0.792
200,2043,242,2261,501.0,0.501
200,2043,244,2264,466.0,0.466
200,2043,384,4214,439.0,0.439
200,2043,1139,285220,532.0,0.532
201,2044,202,2045,638.0,0.638
201,2044,203,2046,450.0,0.45
201,2044,204,2047,541.0,0.541
201,2044,205,2048,648.0,0.648
201,2044,206,2049,637.0,0.637
201,2044,207,2050,715.0,0.715
201,2044,208,2051,499.0,0.499
201,2044,211,2064,596.0,0.596
201,2044,1139,285220,573.0,0.573
202,2045,203,2046,573.0,0.573
202,2045,204,2047,499.0,0.499
202,2045,205,2048,593.0,0.593
202,2045,206,2049,499.0,0.499
202,2045,207,2050,593.0,0.593
202,2045,208,2051,499.0,0.499
202,2045,425,4915,407.0,0.407
202,2045,1139,285220,400.0,0.4
203,2046,204,2047,499.0,0.499
203,2046,205,2048,499.0,0.499
203,2046,206,2049,499.0,0.499
203,2046,207,2050,542.0,0.542
203,2046,208,2051,499.0,0.499
203,2046,295,3055,414.0,0.414
203,2046,612,6597,411.0,0.411
203,2046,1139,285220,605.0,0.605
204,2047,205,2048,459.0,0.459
204,2047,206,2049,400.0,0.4
204,2047,207,2050,623.0,0.623
204,2047,208,2051,853.0,0.853
204,2047,211,2064,596.0,0.596
204,2047,264,2534,499.0,0.499
204,2047,285,2885,568.0,0.568
204,2047,435,5058,499.0,0.499
204,2047,436,5062,499.0,0.499
204,2047,437,5063,499.0,0.499
204,2047,559,5879,515.0,0.515
204,2047,618,6714,647.0,0.647
204,2047,1139,285220,704.0,0.704
205,2048,206,2049,642.0,0.642
205,2048,207,2050,800.0,0.8
205,2048,208,2051,636.0,0.636
205,2048,211,2064,596.0,0.596
205,2048,264,2534,552.0,0.552
205,2048,435,5058,499.0,0.499
205,2048,436,5062,499.0,0.499
205,2048,437,5063,499.0,0.499
205,2048,559,5879,515.0,0.515
205,2048,618,6714,787.0,0.787
205,2048,1139,285220,531.0,0.531
206,2049,207,2050,565.0,0.565
206,2049,208,2051,402.0,0.402
206,2049,211,2064,596.0,0.596
206,2049,264,2534,772.0,0.772
206,2049,435,5058,499.0,0.499
206,2049,436,5062,499.0,0.499
206,2049,437,5063,499.0,0.499
206,2049,559,5879,515.0,0.515
206,2049,618,6714,499.0,0.499
206,2049,1139,285220,499.0,0.499
207,2050,208,2051,788.0,0.788
207,2050,264,2534,499.0,0.499
207,2050,296,3065,422.0,0.422
207,2050,435,5058,499.0,0.499
207,2050,436,5062,499.0,0.499
207,2050,437,5063,499.0,0.499
207,2050,551,5747,491.0,0.491
207,2050,559,5879,557.0,0.557
207,2050,618,6714,499.0,0.499
207,2050,1139,285220,593.0,0.593
208,2051,211,2064,596.0,0.596
208,2051,264,2534,499.0,0.499
208,2051,435,5058,499.0,0.499
208,2051,436,5062,499.0,0.499
208,2051,437,5063,499.0,0.499
208,2051,559,5879,499.0,0.499
208,2051,618,6714,499.0,0.499
208,2051,1139,285220,499.0,0.499
210,2058,226,2159,796.0,0.796
210,2058,268,2597,998.0,0.998
210,2058,325,3376,999.0,0.999
210,2058,349,3735,997.0,0.997
210,2058,376,4141,999.0,0.999
210,2058,387,4217,539.0,0.539
210,2058,556,5859,996.0,0.996
210,2058,565,5917,996.0,0.996
210,2058,698,7965,998.0,0.998
210,2058,713,8361,457.0,0.457
210,2058,734,8565,814.0,0.814
210,2058,975,51520,998.0,0.998
210,2058,979,51574,457.0,0.457
210,2058,1101,120892,457.0,0.457
211,2064,212,2065,999.0,0.999
211,2064,213,2066,999.0,0.999
211,2064,230,2185,551.0,0.551
211,2064,241,2260,596.0,0.596
211,2064,242,2261,607.0,0.607
211,2064,243,2263,596.0,0.596
211,2064,244,2264,732.0,0.732
211,2064,253,2322,596.0,0.596
211,2064,254,2324,596.0,0.596
211,2064,264,2534,472.0,0.472
211,2064,268,2597,422.0,0.422
211,2064,285,2885,997.0,0.997
211,2064,303,3105,521.0,0.521
211,2064,311,3309,538.0,0.538
211,2064,315,3320,986.0,0.986
211,2064,316,3326,967.0,0.967
211,2064,328,3480,988.0,0.988
211,2064,340,3643,803.0,0.803
211,2064,341,3645,617.0,0.617
211,2064,378,4145,832.0,0.832
211,2064,388,4233,730.0,0.73
211,2064,395,4323,457.0,0.457
211,2064,401,4486,596.0,0.596
211,2064,424,4914,596.0,0.596
211,2064,425,4915,596.0,0.596
211,2064,426,4916,596.0,0.596
211,2064,446,5156,625.0,0.625
211,2064,447,5159,766.0,0.766
211,2064,462,5290,446.0,0.446
211,2064,467,5295,805.0,0.805
211,2064,468,5296,677.0,0.677
211,2064,551,5747,705.0,0.705
211,2064,552,5753,716.0,0.716
211,2064,572,5979,596.0,0.596
211,2064,617,6654,545.0,0.545
211,2064,618,6714,984.0,0.984
211,2064,625,6774,532.0,0.532
211,2064,659,7184,457.0,0.457
211,2064,669,7301,601.0,0.601
211,2064,679,7430,698.0,0.698
211,2064,691,7534,708.0,0.708
211,2064,844,10461,623.0,0.623
211,2064,874,11140,816.0,0.816
211,2064,933,25885,626.0,0.626
212,2065,213,2066,998.0,0.998
212,2065,238,2241,534.0,0.534
212,2065,240,2247,484.0,0.484
212,2065,285,2885,991.0,0.991
212,2065,303,3105,451.0,0.451
212,2065,311,3309,458.0,0.458
212,2065,315,3320,683.0,0.683
212,2065,316,3326,684.0,0.684
212,2065,328,3480,892.0,0.892
212,2065,378,4145,578.0,0.578
212,2065,388,4233,954.0,0.954
212,2065,462,5290,810.0,0.81
212,2065,466,5294,449.0,0.449
212,2065,467,5295,899.0,0.899
212,2065,468,5296,819.0,0.819
212,2065,552,5753,716.0,0.716
212,2065,572,5979,407.0,0.407
212,2065,617,6654,400.0,0.4
212,2065,618,6714,449.0,0.449
212,2065,625,6774,771.0,0.771
212,2065,635,6850,613.0,0.613
212,2065,787,9368,627.0,0.627
213,2066,216,2099,881.0,0.881
213,2066,240,2247,451.0,0.451
213,2066,266,2554,506.0,0.506
213,2066,285,2885,985.0,0.985
213,2066,315,3320,420.0,0.42
213,2066,378,4145,578.0,0.578
213,2066,425,4915,591.0,0.591
213,2066,462,5290,400.0,0.4
213,2066,467,5295,478.0,0.478
213,2066,468,5296,642.0,0.642
213,2066,552,5753,565.0,0.565
213,2066,617,6654,400.0,0.4
213,2066,618,6714,861.0,0.861
213,2066,626,6776,968.0,0.968
213,2066,800,9611,785.0,0.785
214,2078,222,2146,420.0,0.42
214,2078,312,3312,457.0,0.457
214,2078,353,3757,422.0,0.422
214,2078,706,8239,457.0,0.457
215,2081,293,3028,720.0,0.72
215,2081,311,3309,999.0,0.999
215,2081,315,3320,717.0,0.717
215,2081,316,3326,619.0,0.619
215,2081,330,3551,402.0,0.402
215,2081,345,3708,449.0,0.449
215,2081,354,3791,416.0,0.416
215,2081,387,4217,997.0,0.997
215,2081,650,7124,789.0,0.789
216,2099,217,2100,996.0,0.996
216,2099,218,2101,728.0,0.728
216,2099,219,2104,442.0,0.442
216,2099,222,2146,796.0,0.796
216,2099,232,2194,435.0,0.435
216,2099,243,2263,479.0,0.479
216,2099,249,2288,836.0,0.836
216,2099,250,2289,796.0,0.796
216,2099,276,2773,617.0,0.617
216,2099,278,2810,976.0,0.976
216,2099,285,2885,692.0,0.692
216,2099,286,2908,722.0,0.722
216,2099,296,3065,983.0,0.983
216,2099,297,3066,731.0,0.731
216,2099,300,3091,766.0,0.766
216,2099,308,3276,650.0,0.65
216,2099,312,3312,690.0,0.69
216,2099,314,3315,558.0,0.558
216,2099,315,3320,990.0,0.99
216,2099,316,3326,982.0,0.982
216,2099,328,3480,994.0,0.994
216,2099,331,3553,569.0,0.569
216,2099,382,4193,660.0,0.66
216,2099,396,4331,571.0,0.571
216,2099,404,4609,709.0,0.709
216,2099,420,4790,883.0,0.883
216,2099,422,4869,561.0,0.561
216,2099,424,4914,430.0,0.43
216,2099,435,5058,457.0,0.457
216,2099,454,5241,899.0,0.899
216,2099,462,5290,707.0,0.707
216,2099,467,5295,980.0,0.98
216,2099,468,5296,557.0,0.557
216,2099,481,5468,684.0,0.684
216,2099,482,5469,993.0,0.993
216,2099,512,5591,561.0,0.561
216,2099,515,5594,553.0,0.553
216,2099,551,5747,719.0,0.719
216,2099,562,5914,579.0,0.579
216,2099,569,5929,457.0,0.457
216,2099,571,5970,894.0,0.894
216,2099,583,6197,496.0,0.496
216,2099,587,6256,570.0,0.57
216,2099,599,6469,424.0,0.424
216,2099,611,6595,516.0,0.516
216,2099,612,6597,532.0,0.532
216,2099,618,6714,993.0,0.993
216,2099,625,6774,781.0,0.781
216,2099,626,6776,485.0,0.485
216,2099,630,6790,424.0,0.424
216,2099,654,7157,841.0,0.841
216,2099,658,7182,559.0,0.559
216,2099,666,7296,483.0,0.483
216,2099,670,7329,457.0,0.457
216,2099,688,7529,942.0,0.942
216,2099,690,7533,420.0,0.42
216,2099,691,7534,436.0,0.436
216,2099,713,8361,499.0,0.499
216,2099,752,8805,804.0,0.804
216,2099,755,8841,412.0,0.412
216,2099,757,8850,541.0,0.541
216,2099,768,9070,457.0,0.457
216,2099,800,9611,998.0,0.998
216,2099,801,9612,966.0,0.966
216,2099,803,9656,481.0,0.481
216,2099,808,9759,457.0,0.457
216,2099,815,9971,537.0,0.537
216,2099,836,10376,477.0,0.477
216,2099,848,10498,943.0,0.943
216,2099,849,10521,981.0,0.981
216,2099,860,10765,601.0,0.601
216,2099,872,11091,457.0,0.457
216,2099,896,23028,876.0,0.876
216,2099,897,23030,863.0,0.863
216,2099,904,23135,445.0,0.445
216,2099,922,23613,578.0,0.578
216,2099,951,29028,951.0,0.951
216,2099,977,51564,605.0,0.605
216,2099,1012,55611,630.0,0.63
216,2099,1068,80854,678.0,0.678
216,2099,1089,85366,443.0,0.443
217,2100,249,2288,499.0,0.499
217,2100,250,2289,499.0,0.499
217,2100,276,2773,513.0,0.513
217,2100,315,3320,767.0,0.767
217,2100,316,3326,659.0,0.659
217,2100,328,3480,614.0,0.614
217,2100,462,5290,400.0,0.4
217,2100,467,5295,400.0,0.4
217,2100,468,5296,400.0,0.4
217,2100,482,5469,973.0,0.973
217,2100,571,5970,465.0,0.465
217,2100,618,6714,912.0,0.912
217,2100,633,6794,440.0,0.44
217,2100,654,7157,497.0,0.497
217,2100,690,7533,408.0,0.408
217,2100,800,9611,939.0,0.939
217,2100,801,9612,833.0,0.833
217,2100,848,10498,900.0,0.9
218,2101,219,2104,841.0,0.841
218,2101,481,5468,866.0,0.866
218,2101,482,5469,499.0,0.499
218,2101,587,6256,523.0,0.523
218,2101,800,9611,617.0,0.617
218,2101,801,9612,568.0,0.568
218,2101,915,23411,480.0,0.48
218,2101,1130,225689,459.0,0.459
219,2104,482,5469,499.0,0.499
219,2104,800,9611,589.0,0.589
219,2104,801,9612,707.0,0.707
221,2130,230,2185,524.0,0.524
221,2130,251,2313,443.0,0.443
221,2130,297,3066,488.0,0.488
221,2130,306,3178,601.0,0.601
221,2130,308,3276,457.0,0.457
221,2130,654,7157,469.0,0.469
221,2130,704,8087,439.0,0.439
221,2130,803,9656,439.0,0.439
221,2130,849,10521,597.0,0.597
221,2130,896,23028,711.0,0.711
222,2146,296,3065,993.0,0.993
222,2146,297,3066,998.0,0.998
222,2146,308,3276,551.0,0.551
222,2146,315,3320,524.0,0.524
222,2146,382,4193,869.0,0.869
222,2146,404,4609,884.0,0.884
222,2146,562,5914,769.0,0.769
222,2146,563,5915,499.0,0.499
222,2146,564,5916,499.0,0.499
222,2146,566,5925,712.0,0.712
222,2146,567,5927,545.0,0.545
222,2146,568,5928,999.0,0.999
222,2146,571,5970,857.0,0.857
222,2146,587,6256,499.0,0.499
222,2146,612,6597,555.0,0.555
222,2146,625,6774,932.0,0.932
222,2146,626,6776,834.0,0.834
222,2146,697,7874,618.0,0.618
222,2146,708,8294,802.0,0.802
222,2146,711,8359,802.0,0.802
222,2146,712,8360,802.0,0.802
222,2146,713,8361,941.0,0.941
222,2146,714,8364,802.0,0.802
222,2146,715,8365,802.0,0.802
222,2146,716,8366,802.0,0.802
222,2146,717,8367,802.0,0.802
222,2146,718,8368,802.0,0.802
222,2146,755,8841,979.0,0.979
222,2146,800,9611,499.0,0.499
222,2146,808,9759,410.0,0.41
222,2146,816,9978,434.0,0.434
222,2146,831,10196,412.0,0.412
222,2146,841,10419,655.0,0.655
222,2146,848,10498,412.0,0.412
222,2146,860,10765,585.0,0.585
222,2146,864,10919,920.0,0.92
222,2146,872,11091,470.0,0.47
222,2146,876,11176,435.0,0.435
222,2146,896,23028,970.0,0.97
222,2146,906,23186,551.0,0.551
222,2146,915,23411,774.0,0.774
222,2146,918,23476,457.0,0.457
222,2146,1021,55869,661.0,0.661
222,2146,1084,84678,585.0,0.585
222,2146,1102,121504,802.0,0.802
223,2147,224,2152,558.0,0.558
223,2147,225,2155,859.0,0.859
223,2147,226,2159,998.0,0.998
223,2147,227,2160,540.0,0.54
223,2147,228,2161,540.0,0.54
223,2147,475,5327,518.0,0.518
223,2147,476,5328,554.0,0.554
224,2152,225,2155,999.0,0.999
224,2152,226,2159,986.0,0.986
224,2152,227,2160,540.0,0.54
224,2152,228,2161,540.0,0.54
224,2152,476,5328,543.0,0.543
225,2155,226,2159,899.0,0.899
225,2155,227,2160,540.0,0.54
225,2155,228,2161,540.0,0.54
225,2155,476,5328,540.0,0.54
226,2159,227,2160,540.0,0.54
226,2159,228,2161,540.0,0.54
226,2159,476,5328,540.0,0.54
226,2159,759,8856,566.0,0.566
227,2160,228,2161,565.0,0.565
227,2160,476,5328,540.0,0.54
227,2160,915,23411,407.0,0.407
228,2161,476,5328,540.0,0.54
230,2185,264,2534,727.0,0.727
230,2185,285,2885,848.0,0.848
230,2185,333,3611,578.0,0.578
230,2185,343,3690,793.0,0.793
230,2185,346,3716,572.0,0.572
230,2185,347,3717,445.0,0.445
230,2185,348,3718,929.0,0.929
230,2185,354,3791,499.0,0.499
230,2185,359,3932,586.0,0.586
230,2185,369,4067,872.0,0.872
