Molecule_ChEMBL_ID,Molecule_Pref_Name,Drug_CID,Drug_GDSC,Canonical_SMILES
CHEMBL3616535,,122189525,FALSE,CN1C(=O)C2(Cn3nncc3CO2)c2cc(Cl)ccc21
CHEMBL3616534,,122189524,FALSE,CN1C(=O)C2(Cn3nncc3CO2)c2cc(F)ccc21
CHEMBL3616533,,122189523,FALSE,CN1C(=O)C2(Cn3nncc3CO2)c2ccccc21
CHEMBL3616932,,122189890,FALSE,C#CC(=O)N1C(C(C)(C)C)SC[C@@H]1C(=O)OCC
CHEMBL3616931,,122189889,FALSE,C#CC(=O)N1C(C(C)CCC)SC[C@@H]1C(=O)OCC
CHEMBL3616930,,122189888,FALSE,C#CC(=O)N1C(CC(C)CC(C)(C)C)SC[C@@H]1C(=O)OCC
CHEMBL3616929,,122189887,FALSE,C#CC(=O)N1C(C(CC)CCCC)SC[C@@H]1C(=O)OCC
CHEMBL3616928,,101909180,FALSE,C#CC(=O)N1C(CCCC)SC[C@@H]1C(=O)OCC
CHEMBL3616927,,122189886,FALSE,C#CC(=O)N1C(CCCCC)SC[C@@H]1C(=O)OCC
CHEMBL3616926,,122189885,FALSE,C#CC(=O)N1C(c2ccc(C#N)cc2)SC[C@@H]1C(=O)OCC
CHEMBL3616925,,122189884,FALSE,C#CC(=O)N1C(c2ccccc2F)SC[C@@H]1C(=O)OCC
CHEMBL3616924,,122189883,FALSE,C#CC(=O)N1C(c2cccc(F)c2)SC[C@@H]1C(=O)OCC
CHEMBL3616923,,122189882,FALSE,C#CC(=O)N1C(c2ccc(F)cc2)SC[C@@H]1C(=O)OCC
CHEMBL3616922,,122189881,FALSE,C#CC(=O)N1C(c2ccc(OC)cc2)SC[C@@H]1C(=O)OCC
CHEMBL3616921,,122189880,FALSE,C#CC(=O)N1C(c2ccccc2)SC[C@@H]1C(=O)OCC
CHEMBL23236,BETULIN,72326,FALSE,C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL1761333,,9915334,FALSE,C=C(C)[C@@H]1CC[C@]2(COC(=O)CCC(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL3617707,,122190482,FALSE,C=C(C)[C@@H]1CC[C@]2(COC(=O)CCC(=O)N(CC)CC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL3617708,,122190483,FALSE,C=C(C)[C@@H]1CC[C@]2(COC(=O)CCC(=O)N3CCCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL3617709,,122190484,FALSE,C=C(C)[C@@H]1CC[C@]2(COC(=O)CCC(=O)N3CCCCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL3617710,,122190485,FALSE,C=C(C)[C@@H]1CC[C@]2(COC(=O)CCC(=O)N3CCOCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL3617711,,12095959,FALSE,C=C(C)[C@@H]1CC[C@]2(COC(=O)/C=C/C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL3617712,,122190486,FALSE,C=C(C)[C@@H]1CC[C@]2(COC(=O)/C=C/C(=O)N3CCCCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL3617713,,91016931,FALSE,C=C(C)[C@@H]1CC[C@]2(COC(=O)c3ccccc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL3617714,,122190487,FALSE,C=C(C)[C@@H]1CC[C@]2(COC(=O)c3cccc([N+](=O)[O-])c3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6cccc([N+](=O)[O-])c6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL3617715,,122190488,FALSE,C=C(C)[C@@H]1CC[C@]2(COC(=O)c3ccccc3C(F)(F)F)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6C(F)(F)F)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL3617716,,122190489,FALSE,C=C(C)[C@@H]1CC[C@]2(COC(=O)c3ccccc3Cl)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6Cl)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL3581956,,67776210,FALSE,C=C(C)[C@@H]1CC[C@]2(COC(=O)c3ccccc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL3617717,,122190490,FALSE,C=C(C)[C@@H]1CC[C@]2(COC(=O)c3cccc(Cl)c3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL3617718,,122190491,FALSE,C=C(C)[C@@H]1CC[C@]2(COC(=O)c3ccccc3C(F)(F)F)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL3617719,,122190492,FALSE,C=C(C)[C@@H]1CC[C@]2(COC(=O)c3ccccc3C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL3617720,,122190493,FALSE,C=C(C)[C@@H]1CC[C@]2(COC(=O)c3ccc(F)cc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL3617721,,122190494,FALSE,C=C(C)[C@@H]1CC[C@]2(COC(=O)Cc3ccc(Cl)cc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL1076489,,44606585,FALSE,C=C(C)[C@@H]1CC[C@]2(COC(=O)/C=C/c3ccccc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL3617866,,122190617,FALSE,COc1cc(C(c2ccccc2)N(CCCl)CCCl)c(O)c2c1C(=O)c1ccccc1C2=O
CHEMBL3617865,,122190616,FALSE,O=C1c2cccc(O)c2C(=O)c2c1ccc(C(c1ccccc1)N(CCCl)CCCl)c2O
CHEMBL3617864,,122190615,FALSE,Cc1ccc(C(c2cc(O)c3c(c2O)C(=O)c2ccccc2C3=O)N(CCCl)CCCl)cc1C
CHEMBL3617863,,122190614,FALSE,Cc1ccc(C(c2cc(O)c3c(c2O)C(=O)c2ccccc2C3=O)N(CCCl)CCCl)cc1
CHEMBL3617862,,122190613,FALSE,COc1ccc(C(c2cc(O)c3c(c2O)C(=O)c2ccccc2C3=O)N(CCCl)CCCl)cc1
CHEMBL3617861,,122190612,FALSE,COc1cccc(C(c2cc(O)c3c(c2O)C(=O)c2ccccc2C3=O)N(CCCl)CCCl)c1
CHEMBL3617860,,122190611,FALSE,COc1ccccc1C(c1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O)N(CCCl)CCCl
CHEMBL3617859,,122190610,FALSE,O=C1c2ccccc2C(=O)c2c(O)c(C(c3ccc(Br)cc3)N(CCCl)CCCl)cc(O)c21
CHEMBL3617763,,122190525,FALSE,O=C1c2ccccc2C(=O)c2c(O)c(C(c3ccc(Cl)cc3)N(CCCl)CCCl)cc(O)c21
CHEMBL3617762,,122190524,FALSE,O=C1c2ccccc2C(=O)c2c(O)c(C(c3ccc(F)cc3)N(CCCl)CCCl)cc(O)c21
CHEMBL3617761,,122190523,FALSE,O=C1c2ccccc2C(=O)c2c(O)c(C(c3cccc(F)c3)N(CCCl)CCCl)cc(O)c21
CHEMBL3617760,,122190522,FALSE,O=C1c2ccccc2C(=O)c2c(O)c(C(c3ccccc3F)N(CCCl)CCCl)cc(O)c21
CHEMBL3617759,,122190521,FALSE,O=C1c2ccccc2C(=O)c2c(O)c(C(c3ccccc3)N(CCCl)CCCl)cc(O)c21
CHEMBL3617758,,122190520,FALSE,O=C1c2ccccc2C(=O)c2c(O)c(C(Cc3ccccc3)N(CCCl)CCCl)cc(O)c21
CHEMBL3617757,,122190519,FALSE,CC(C)CC(c1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O)N(CCCl)CCCl
CHEMBL3617756,,122190518,FALSE,CC(C)C(c1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O)N(CCCl)CCCl
CHEMBL3617755,,122190517,FALSE,CCCC(c1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O)N(CCCl)CCCl
CHEMBL3617754,,122190516,FALSE,CCC(c1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O)N(CCCl)CCCl
CHEMBL3616490,,122190515,FALSE,CC(c1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O)N(CCCl)CCCl
CHEMBL3617753,,122190514,FALSE,O=C1c2ccccc2C(=O)c2c(O)c(CN(CCCl)CCCl)cc(O)c21
CHEMBL3617886,,122190637,FALSE,CCOC(=O)c1ccc(NC(=S)N[C@@H]2c3cc4c(cc3[C@@H](c3cc(OC)c(OC)c(OC)c3)[C@H]3C(=O)OC[C@@H]32)OCO4)cc1
CHEMBL3617885,,122190636,FALSE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=S)Nc3ccccc3C(F)(F)F)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
CHEMBL3617883,,122190634,FALSE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=S)Nc3ccc(C(C)C)cc3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
CHEMBL3617882,,122190633,FALSE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=S)Nc3ccc(C(F)(F)F)cc3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
CHEMBL3617878,,122190629,FALSE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=S)Nc3ccccc3F)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
CHEMBL3617876,,122190627,FALSE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=S)Nc3cccc(C(F)(F)F)c3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
CHEMBL3617875,,122190626,FALSE,COc1ccc(NC(=S)N[C@@H]2c3cc4c(cc3[C@@H](c3cc(OC)c(OC)c(OC)c3)[C@H]3C(=O)OC[C@@H]32)OCO4)cc1OC
CHEMBL3617874,,122190625,FALSE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=S)Nc3ccc(Cl)c(Cl)c3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
CHEMBL3617871,,122190622,FALSE,COc1ccc(NC(=S)N[C@@H]2c3cc4c(cc3[C@@H](c3cc(OC)c(OC)c(OC)c3)[C@H]3C(=O)OC[C@@H]32)OCO4)c([N+](=O)[O-])c1
CHEMBL3617870,,122190621,FALSE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=S)Nc3c(C)cc(C)cc3C)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
CHEMBL3617869,,122190620,FALSE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=S)Nc3ccc([N+](=O)[O-])cc3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
CHEMBL3617867,,122190618,FALSE,COc1ccc(NC(=S)N[C@@H]2c3cc4c(cc3[C@@H](c3cc(OC)c(OC)c(OC)c3)[C@H]3C(=O)OC[C@@H]32)OCO4)cc1
CHEMBL3618119,,122190820,FALSE,COc1ccc(Nc2cc(-c3ccc(C(=O)NCCNC(=O)c4cccc(C(F)(F)F)c4)cc3)ncn2)cc1
CHEMBL3618121,,122190822,FALSE,COc1ccc(Nc2cc(-c3ccc(C(=O)NCCNC(=O)c4ccccc4C)cc3)ncn2)cc1
CHEMBL3618120,,122190821,FALSE,COc1ccc(Nc2cc(-c3ccc(C(=O)NCCNC(=O)c4cccc(OC)c4)cc3)ncn2)cc1
CHEMBL3618122,,122190823,FALSE,COc1ccc(Nc2cc(-c3ccc(C(=O)NCCNC(=O)c4ccc(C(C)(C)C)cc4)cc3)ncn2)cc1
CHEMBL3618123,,122190824,FALSE,COc1ccc(Nc2cc(-c3ccc(C(=O)NCCNC(=O)c4cccc(N(C)C)c4)cc3)ncn2)cc1
CHEMBL3618124,,122190825,FALSE,COc1ccc(Nc2cc(-c3ccc(C(=O)NCCNC(=O)c4cccc(F)c4)cc3)ncn2)cc1
CHEMBL3618125,,122190826,FALSE,COc1ccc(Nc2cc(-c3ccc(C(=O)NCCNC(=O)c4ccccc4Cl)cc3)ncn2)cc1
CHEMBL3618126,,122190827,FALSE,COc1ccc(Nc2cc(-c3ccc(C(=O)NCCNC(=O)c4ccc(F)cc4)cc3)ncn2)cc1
CHEMBL3618127,,122190828,FALSE,COc1ccc(Nc2cc(-c3ccc(C(=O)NCCNC(=O)c4ccc(F)c(F)c4)cc3)ncn2)cc1
CHEMBL3618128,,122190829,FALSE,COc1ccc(Nc2cc(-c3ccc(C(=O)NCCNC(=O)c4c(F)cccc4Cl)cc3)ncn2)cc1
CHEMBL3618129,,122190830,FALSE,COc1ccc(Nc2cc(-c3ccc(C(=O)N4CCN(C(=O)c5ccccc5F)CC4)cc3)ncn2)cc1
CHEMBL3618130,,122190831,FALSE,COc1ccc(Nc2cc(-c3ccc(C(=O)N4CCN(C(=O)c5ccccc5Cl)CC4)cc3)ncn2)cc1
CHEMBL3618131,,122190832,FALSE,COc1ccc(Nc2cc(-c3ccc(C(=O)N4CCN(C(=O)c5ccc(F)cc5)CC4)cc3)ncn2)cc1
CHEMBL3618204,,122190867,FALSE,COc1ccc(Nc2cc(-c3ccc(C(=O)N4CCN(C(=O)c5ccc(OC)cc5)CC4)cc3)ncn2)cc1
CHEMBL3618205,,122190868,FALSE,COc1ccc(Nc2cc(-c3ccc(C(=O)N4CCN(C(=O)c5cccc(F)c5)CC4)cc3)ncn2)cc1
CHEMBL3618206,,122190869,FALSE,COc1ccc(Nc2cc(-c3ccc(C(=O)N4CCN(C(=O)c5ccc(Cl)cc5Cl)CC4)cc3)ncn2)cc1
CHEMBL3618207,,122190870,FALSE,COc1ccc(Nc2cc(-c3ccc(C(=O)N4CCN(C(=O)c5ccc(F)c(F)c5)CC4)cc3)ncn2)cc1
CHEMBL3618208,,122190871,FALSE,COc1ccc(Nc2cc(-c3ccc(C(=O)N4CCN(C(=O)c5cccc(C(F)(F)F)c5)CC4)cc3)ncn2)cc1
CHEMBL3618209,,122190872,FALSE,COc1ccc(Nc2cc(-c3ccc(C(=O)N4CCN(C(=O)c5cccc(C)c5)CC4)cc3)ncn2)cc1
CHEMBL3618210,,122190873,FALSE,COc1ccc(Nc2cc(-c3ccc(C(=O)N4CCN(C(=O)c5cccc(N(C)C)c5)CC4)cc3)ncn2)cc1
CHEMBL3618281,,122190918,FALSE,Cc1ccc(-c2ncc(C(=O)Nc3ccccc3)s2)cc1
CHEMBL3618265,,137028284,FALSE,O=C(Nc1ccccc1)c1csc(-c2c[nH]c3ccccc23)n1
CHEMBL3618266,,137028285,FALSE,Cc1ccc(NC(=O)c2csc(-c3c[nH]c4ccccc34)n2)cc1
CHEMBL3618272,,137028291,FALSE,O=C(NCc1ccccc1)c1csc(-c2c[nH]c3ccccc23)n1
CHEMBL3618273,,137028292,FALSE,COc1ccc2[nH]cc(-c3nc(C(=O)Nc4cc(OC)c(OC)c(OC)c4)cs3)c2c1
CHEMBL3618275,,137028294,FALSE,COc1cc(NC(=O)c2csc(-c3c[nH]c4ccc(Br)cc34)n2)cc(OC)c1OC
CHEMBL3618276,,137028295,FALSE,COc1ccc(NC(=O)c2csc(-c3c[nH]c4ccc(F)cc34)n2)cc1
CHEMBL3618277,,137028296,FALSE,COc1cc(NC(=O)c2csc(-c3c[nH]c4ccc(F)cc34)n2)cc(OC)c1OC
CHEMBL3618278,,122190915,FALSE,O=C(Nc1ccccc1)c1csc(-c2cn(Cc3ccc(Cl)cc3)c3ccccc23)n1
CHEMBL3618279,,122190916,FALSE,COc1ccc(NC(=O)c2csc(-c3cn(Cc4ccc(Cl)cc4)c4ccccc34)n2)cc1
CHEMBL3618280,,122190917,FALSE,COc1cc(NC(=O)c2csc(-c3cn(Cc4ccc(Cl)cc4)c4ccccc34)n2)cc(OC)c1OC
CHEMBL3618435,,122190993,FALSE,O=C(CCC[C@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccccc1)[C@@H]23)N(CCCl)CCCl
CHEMBL3618434,,122190992,FALSE,O=C(CCC[C@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccccc1)[C@@H]23)OCc1ccc(N(CCCl)CCCl)cc1
CHEMBL3618433,,122190991,FALSE,O=C(CCC[C@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccccc1)[C@@H]23)Nc1ccc(N(CCCl)CCCl)cc1
CHEMBL3618432,,122190990,FALSE,CCCCOC(=O)CCC[C@H]1[C@H]2CCCN3CCC[C@H](CN1C(=O)c1ccc(N(CCCl)CCCl)cc1)[C@@H]23
CHEMBL3618431,,122190989,FALSE,CC(C)OC(=O)CCC[C@H]1[C@H]2CCCN3CCC[C@H](CN1C(=O)c1ccc(N(CCCl)CCCl)cc1)[C@@H]23
CHEMBL3618430,,122190988,FALSE,CCCOC(=O)CCC[C@H]1[C@H]2CCCN3CCC[C@H](CN1C(=O)c1ccc(N(CCCl)CCCl)cc1)[C@@H]23
CHEMBL3618429,,122190987,FALSE,CCOC(=O)CCC[C@H]1[C@H]2CCCN3CCC[C@H](CN1C(=O)c1ccc(N(CCCl)CCCl)cc1)[C@@H]23
CHEMBL3618428,,122190986,FALSE,COC(=O)CCC[C@H]1[C@H]2CCCN3CCC[C@H](CN1C(=O)c1ccc(N(CCCl)CCCl)cc1)[C@@H]23
CHEMBL3618427,,122190985,FALSE,CCCCOC(=O)CCC[C@@H]1NC[C@H]2CCCN3CCC[C@H]1[C@H]23
CHEMBL3618426,,122190984,FALSE,CC(C)OC(=O)CCC[C@@H]1NC[C@H]2CCCN3CCC[C@H]1[C@H]23
CHEMBL3618425,,122190983,FALSE,CCCOC(=O)CCC[C@@H]1NC[C@H]2CCCN3CCC[C@H]1[C@H]23
CHEMBL3618424,,98751921,FALSE,CCOC(=O)CCC[C@@H]1NC[C@H]2CCCN3CCC[C@H]1[C@H]23
CHEMBL3618423,,122190982,FALSE,COC(=O)CCC[C@@H]1NC[C@H]2CCCN3CCC[C@H]1[C@H]23
CHEMBL1824581,SOPHORIDINE,165549,FALSE,O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@H](CN12)[C@@H]34
CHEMBL3260857,,86294741,FALSE,C[C@@H](NC(=O)c1cccc(=S)n1O)C(=O)O
CHEMBL3260858,,86294747,FALSE,O=C(N[C@@H](C(=O)O)c1ccccc1)c1cccc(=S)n1O
CHEMBL3617543,,59585196,FALSE,O=C(O)c1cccc(=S)n1O
CHEMBL256105,MONENSIN,441145,FALSE,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)O)O3)O2)O1
CHEMBL3617680,,122190456,FALSE,CCN(CC)C(=O)[C@@H](C)[C@H](OC)[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](CC)([C@@H]4O[C@@H]([C@H]5O[C@@](O)(CO)[C@H](C)C[C@@H]5C)C[C@@H]4C)O3)O2)C[C@H](O)[C@H]1C
CHEMBL3617681,,122190457,FALSE,CCCN(CCC)C(=O)[C@@H](C)[C@H](OC)[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](CC)([C@@H]4O[C@@H]([C@H]5O[C@@](O)(CO)[C@H](C)C[C@@H]5C)C[C@@H]4C)O3)O2)C[C@H](O)[C@H]1C
CHEMBL3617682,,122190458,FALSE,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)N(CCOC)CCOC)O3)O2)O1
CHEMBL3617683,,122190459,FALSE,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)N4CCNCC4)O3)O2)O1
CHEMBL3617684,,122190460,FALSE,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)N4CCOCC4)O3)O2)O1
CHEMBL3617685,,122190461,FALSE,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)N(Cc4ccccc4)Cc4ccccc4)O3)O2)O1
CHEMBL3616840,,122189844,FALSE,O=c1[nH]c(CNc2ccccc2)nc2sc3c(c12)CCCCCC3
CHEMBL3616841,,122189845,FALSE,O=c1[nH]c(CNc2ccc(Cl)cc2)nc2sc3c(c12)CCCCCC3
CHEMBL3616842,,122189846,FALSE,CC(=O)OC[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)c1nc2c3c4c(sc3nc(C)n2n1)CCc1ccccc1-4
CHEMBL3616843,,122189847,FALSE,O=c1c2c3c(sc2ncn1Cc1ccc(Br)cc1)CCC=C3
CHEMBL3618179,,122190851,FALSE,CN1C(=O)N(C)C(=O)C2(C1=O)[C@@H](c1ccc(Br)cc1)CC(=O)C[C@H]2c1ccc(Br)cc1
CHEMBL3618178,,122190850,FALSE,CN1C(=O)N(C)C(=O)C2(C1=O)[C@@H](c1ccc(Cl)cc1Cl)CC(=O)C[C@H]2c1ccc(Cl)cc1Cl
CHEMBL3618177,,122190849,FALSE,CN1C(=O)N(C)C(=O)C2(C1=O)[C@@H](c1c(Cl)cccc1Cl)CC(=O)C[C@H]2c1c(Cl)cccc1Cl
CHEMBL3618176,,122190848,FALSE,CN1C(=O)N(C)C(=O)C2(C1=O)[C@@H](c1ccc(Cl)cc1)CC(=O)C[C@H]2c1ccc(Cl)cc1
CHEMBL3618175,,122190847,FALSE,Cc1ccc([C@H]2CC(=O)C[C@@H](c3ccc(C)cc3)C23C(=O)N(C)C(=O)N(C)C3=O)cc1
CHEMBL3618174,,11610807,FALSE,CN1C(=O)N(C)C(=O)C2(C1=O)[C@@H](c1ccccc1)CC(=O)C[C@H]2c1ccccc1
CHEMBL3618180,,122190852,FALSE,CN1C(=O)N(C)C(=O)C2(C1=O)[C@@H](c1cccc([N+](=O)[O-])c1)CC(=O)C[C@H]2c1cccc([N+](=O)[O-])c1
CHEMBL3618181,,122190853,FALSE,COc1ccc([C@H]2CC(=O)C[C@@H](c3ccc(OC)cc3)C23C(=O)N(C)C(=O)N(C)C3=O)cc1
CHEMBL3618182,,122190854,FALSE,CN1C(=O)N(C)C(=O)C2(C1=O)[C@@H](c1ccc3ccccc3c1)CC(=O)C[C@H]2c1ccc2ccccc2c1
CHEMBL3618183,,122190855,FALSE,Cc1ccc([C@@H]2CC(=O)C[C@H](c3ccccc3)C23C(=O)N(C)C(=O)N(C)C3=O)cc1
CHEMBL3618184,,122190856,FALSE,CN1C(=O)N(C)C(=O)C2(C1=O)[C@@H](c1cccs1)CC(=O)C[C@H]2c1cccs1
CHEMBL3618185,,122190857,FALSE,CN1C(=O)N(C)C(=O)C2(C1=O)[C@@H](c1ccco1)CC(=O)C[C@H]2c1ccco1
CHEMBL3618186,,122190858,FALSE,CN1C(=O)N(C)C(=O)C2(C1=O)[C@@H](c1cccc(Br)c1)CC(=O)C[C@H]2c1cccc(Br)c1
CHEMBL3618187,,122190859,FALSE,CN1C(=O)N(C)C(=O)C2(C1=O)[C@@H](c1ccc(F)cc1)CC(=O)C[C@H]2c1ccc(F)cc1
CHEMBL3618188,,122190860,FALSE,CN1C(=O)N(C)C(=O)C2(C1=O)[C@@H](c1ccc(C(F)(F)F)cc1)CC(=O)C[C@H]2c1ccc(C(F)(F)F)cc1
CHEMBL3617191,,122190080,FALSE,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)/C(=N/Cc3ccccc3)CC[C@@H]12
CHEMBL3617190,,122190079,FALSE,CC(C)c1ccc(/N=C2\CC[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)cc1
CHEMBL3617189,,122190078,FALSE,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)/C(=N/c3ccccc3)CC[C@@H]12
CHEMBL3617188,,122190077,FALSE,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)/C(=N/Nc3ccccc3)CC[C@@H]12
CHEMBL3617187,,122190076,FALSE,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)/C(=N/Nc3ncccc3Cl)CC[C@@H]12
CHEMBL3617196,,137133443,FALSE,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)/C(=N/N=C3\C(=O)Nc4cc(F)ccc43)CC[C@@H]12
CHEMBL3617195,,137133442,FALSE,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)/C(=N/N=C3\C(=O)Nc4ccc(Br)cc43)CC[C@@H]12
CHEMBL3617194,,137133441,FALSE,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)/C(=N/N=C3\C(=O)Nc4ccc(I)cc43)CC[C@@H]12
CHEMBL3617193,,137133440,FALSE,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)/C(=N/N=C3\C(=O)Nc4ccc([N+](=O)[O-])cc43)CC[C@@H]12
CHEMBL3617192,,137133439,FALSE,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)/C(=N/N=C3\C(=O)Nc4ccccc43)CC[C@@H]12
